16.05;26.21;25.3
13.49;22.3;25.3
18.02;19.54;25.3
20.35;23.68;25.3
20.35;23.68;24.9
24.07;21.84;24.9
20.23;16.78;24.9
17.67;18.85;24.9
21.51;14.94;24.9
28.6;24.94;24.9
33.26;21.49;24.9
26.16;11.72;24.9
17.67;3.79;25.9
22.09;0.34;25.9
23.72;12.87;25.9
25.93;11.38;25.9
29.65;6.78;25.9
26.16;11.38;25.8
29.77;6.9;25.8
43.84;17.93;25.8
41.63;20.11;25.8
35.93;17.59;25.8
36.74;16.67;25.8
33.72;13.79;25.8
29.88;16.32;25.8
30;16.32;25
33.72;13.91;25
36.4;16.78;25
35.58;17.59;25
41.51;20.34;25
42.67;21.49;25
38.14;27.36;25
31.86;22.99;25
33.6;21.61;25
30;16.55;25
37.91;27.47;25.7
31.74;23.1;25.7
28.6;25.4;25.7
26.28;29.2;25.7
34.3;32.41;25.7
35.81;32.07;25.7
36.16;29.89;25.7
35.81;32.07;25.6
36.16;29.89;25.6
38.49;27.36;25.6
41.74;30.92;25.6
39.07;31.61;25.6
41.86;30.57;25.3
38.6;27.01;25.3
45.47;18.74;25.3
50.47;23.22;25.3
9.42;34.25;24.9
6.98;27.36;24.9
3.49;18.51;24.9
19.3;7.01;24.9
23.37;13.22;24.9
21.05;14.83;24.9
28.26;25.17;24.9
26.28;28.05;24.9
