35;35;26.7;9836
45;35;26.7;9838
5;25;25.9;11961
5;25;27.1;8955
5;25;26.7;9853
5;25;26.5;10448
5;25;26.3;11017
15;25;25.3;13028,13029
15;25;25.1;13356
15;25;26.9;9356,9357
25;25;25.1;13386
35;25;26.1;11356
35;25;25.1;13398
35;25;24.9;14090
35;25;27.3;8641
35;25;26.5;10453
5;15;25.5;12755
5;15;27.3;8663
5;15;26.5;10467,10468
15;15;26.1;11367,11368
15;15;25.3;13066
15;15;25.1;13427
15;15;27.5;8164,8165
15;15;27.3;8667
15;15;27.1;8990,8991
15;15;26.9;9390,9391,9392,9388,9389
15;15;26.7;9895
25;15;26.1;11371
25;15;25.9;12002
25;15;25.5;12764,12765,12766
25;15;25.3;13072,13073,13074
25;15;25.1;13441,13442,13433,13434
25;15;24.9;14149,14152,14156,14157
25;15;27.1;8995
35;15;25.9;12006
35;15;25.7;12444
35;15;25.5;12769
35;15;27.5;8185
35;15;26.5;10482,10483
45;15;27.5;8188
45;15;27.3;8686
45;15;26.7;9906
5;5;25.5;12795
5;5;26.7;9938
5;5;26.5;10520
15;5;26.1;11399
15;5;25.9;12066,12067
15;5;25.3;13104
15;5;27.5;8217
15;5;26.9;9416
15;5;26.7;9943
25;5;26.1;11404
25;5;27.3;8706
