16.05;26.32;24.9
13.02;21.15;24.9
20.23;16.78;24.9
23.95;21.72;24.9
21.51;14.83;24.5
28.6;25.06;24.5
33.26;21.49;24.5
26.16;11.72;24.5
17.44;3.45;25.1
22.09;-0.11;25.1
23.84;12.87;25.1
26.16;11.38;25.1
31.98;18.97;25.1
35.35;16.21;25.1
43.37;20.8;25.3
45.12;18.62;25.3
31.98;18.97;25
35.35;16.21;25
43.37;20.8;25
38.02;27.13;25
32.09;22.99;25
35.81;29.89;25.65
37.79;27.36;25.65
31.86;23.22;25.65
28.95;25.4;25.65
28.95;25.4;25.7
35.81;29.89;25.7
35.58;32.18;25.7
34.19;32.3;25.7
26.63;29.2;25.7
35.81;32.07;25.6
41.4;30.92;25.6
38.26;27.36;25.6
36.16;29.89;25.6
38.6;27.01;25.3
41.74;30.69;25.3
50.35;23.22;25.3
45.47;18.74;25.3
28.37;25.29;24.5
26.98;27.36;24.5
9.19;34.02;24.5
3.02;17.59;24.5
19.3;7.01;24.4
23.26;13.1;24.4
20.81;14.83;24.4
12.33;18.05;24.35
