9.66;34.3;25.3
3.79;18.95;25.3
19.43;6.86;25.3
23.68;13.84;25.3
21.72;15.47;25.3
28.05;24.65;25.3
27.13;27.44;25.3
17.36;31.4;25.3
28.05;24.3;25.1
21.84;15.47;25.1
26.67;12.44;25.1
32.64;20.93;25.1
26.78;12.44;26.1
24.02;13.6;26.1
17.47;3.26;26.1
22.18;-0.81;26.1
44.71;18.14;26.1
43.22;20.7;26.1
41.03;20.58;26.1
34.94;17.67;26.1
35.98;16.74;26.1
33.45;14.19;26.1
30.11;16.51;26.1
30.11;16.51;25.9
33.45;14.19;25.9
35.98;16.74;25.9
34.94;17.67;25.9
41.03;20.58;25.9
43.22;20.7;25.9
35.98;30;25.9
29.43;23.6;25.9
32.87;20.93;25.9
30.11;16.51;25.9
35.98;30;26
29.43;23.6;26
28.39;24.42;26
26.44;29.19;26
34.25;32.44;26
34.71;31.86;26
38.39;27.09;26
41.26;30.93;26
41.61;30.7;25.9
38.62;26.86;25.9
45.06;18.49;25.9
50.11;23.49;25.9
