16.09;26.09;24.6
12.99;21.38;24.6
20.23;16.55;24.6
21.72;18.74;24.6
18.85;20.57;24.6
20.34;23.68;24.6
21.72;18.74;24.2
18.85;20.57;24.2
20.34;23.68;24.2
23.79;21.84;24.2
27.93;25.17;24.2
31.03;22.99;24.2
24.71;13.22;24.2
21.61;15.29;24.2
17.7;4.6;24.05
22.64;1.03;24.05
23.79;13.45;24.05
24.6;13.1;24.05
31.15;23.1;24.05
34.6;18.51;24.05
38.74;13.45;24.05
31.26;7.24;24.05
29.89;8.39;24.05
38.97;13.56;24.2
29.66;24.71;24.2
35.17;29.89;24.2
37.82;28.16;24.2
40.23;25.52;24.2
39.43;24.71;24.2
44.94;18.74;24.2
35.06;30.69;24.2
37.82;28.16;24.2
43.33;33.56;24.2
41.15;36.09;24.2
44.02;32.76;24.5
37.93;28.16;24.5
40.46;25.52;24.5
46.21;30.34;24.5
46.32;30.11;24.3
39.66;24.71;24.3
45.4;18.62;24.3
51.49;23.79;24.3
9.08;33.68;24.1
2.99;17.82;24.5
19.08;7.01;24.1
23.79;13.56;24.1
21.49;15.17;24.05
27.59;25.06;24.1
